application_id,customer_id,applied_at,credit_check_at,decision,decided_at,card_issued_at,requested_credit_limit,approved_credit_limit,created_at,updated_at
app_84vuoex8,cust_t40pkcb9,2022-06-06,2022-06-07,approved,2022-06-07,2022-06-10,5000,500,2022-06-06,2022-06-07
app_xmos7rm8,cust_gk9me4q7,2023-06-23,2023-06-24,approved,2023-06-25,2023-06-30,2000,1500,2023-06-23,2023-06-25
app_vzsoeho0,cust_xbx838b5,2023-04-23,2023-04-23,rejected,2023-04-23,,5000,,2023-04-23,2023-04-23
app_3ap0qhgh,cust_kwknpoum,2023-01-25,2023-01-25,approved,2023-01-25,2023-02-01,500,1000,2023-01-25,2023-01-25
app_ttxo686e,cust_7jy83ep2,2024-03-30,2024-03-31,rejected,2024-04-01,,2000,,2024-03-30,2024-04-01
app_xxuzpwf1,cust_9iwbuw6f,2022-06-15,2022-06-15,rejected,2022-06-15,,1500,,2022-06-15,2022-06-15
app_3pne3pzq,cust_rerkfcmd,2022-12-16,2022-12-16,approved,2022-12-16,2022-12-21,1500,500,2022-12-16,2022-12-16
app_83i2qung,cust_rq5wniai,2024-05-30,2024-05-30,rejected,2024-05-31,,1500,,2024-05-30,2024-05-31
app_9a42ixym,cust_diyrm1ki,2024-10-12,2024-10-12,approved,2024-10-14,2024-10-20,5000,2000,2024-10-12,2024-10-14
app_aonotgvb,cust_snp8dcwc,2023-07-09,2023-07-09,approved,2023-07-10,2023-07-17,5000,1000,2023-07-09,2023-07-10
app_copjcxra,cust_cezdjjfn,2022-11-01,2022-11-01,approved,2022-11-01,2022-11-06,2000,1000,2022-11-01,2022-11-01
app_e0qxdnqv,cust_s1106p34,2022-02-09,2022-02-09,approved,2022-02-10,2022-02-13,500,1000,2022-02-09,2022-02-10
app_zrc35wem,cust_vip0bqcn,2022-07-11,2022-07-11,approved,2022-07-12,2022-07-17,500,500,2022-07-11,2022-07-12
app_qbaxrtkm,cust_ffw2wmb8,2024-11-01,2024-11-01,rejected,2024-11-01,,1000,,2024-11-01,2024-11-01
app_xod0bva7,cust_vg6fl0rk,2023-01-18,2023-01-19,rejected,2023-01-20,,3000,,2023-01-18,2023-01-20
app_r1uupwlo,cust_imk60ool,2023-05-07,2023-05-07,approved,2023-05-07,2023-05-13,1000,1500,2023-05-07,2023-05-07
app_gufp52b9,cust_ud6wu6hj,2024-08-13,2024-08-13,approved,2024-08-13,2024-08-18,1000,1000,2024-08-13,2024-08-13
app_8834nb9q,cust_8mz13e54,2023-04-26,2023-04-26,rejected,2023-04-27,,3000,,2023-04-26,2023-04-27
app_60w5n8jk,cust_4db2xs3h,2022-07-29,2022-07-29,approved,2022-07-29,2022-08-04,1000,2000,2022-07-29,2022-07-29
app_46whzr39,cust_535c7ol8,2022-06-28,2022-06-28,rejected,2022-06-29,,500,,2022-06-28,2022-06-29
app_wh6xprer,cust_5iiwhjpm,2023-10-19,2023-10-19,approved,2023-10-20,2023-10-23,500,500,2023-10-19,2023-10-20
app_5j7u98vw,cust_akunqhnv,2024-05-07,2024-05-07,approved,2024-05-08,2024-05-15,5000,1000,2024-05-07,2024-05-08
app_v3vf1yau,cust_fvnhevxp,2024-07-31,2024-07-31,approved,2024-07-31,2024-08-06,500,1500,2024-07-31,2024-07-31
app_1bz6zf1q,cust_eb4kr7sf,2022-11-14,2022-11-14,approved,2022-11-15,2022-11-20,1000,2000,2022-11-14,2022-11-15
app_q06id4ay,cust_csmq37hb,2024-01-03,2024-01-03,approved,2024-01-04,2024-01-10,3000,2000,2024-01-03,2024-01-04
app_i4yh0k82,cust_6y563p37,2022-11-01,2022-11-01,approved,2022-11-01,2022-11-05,500,2000,2022-11-01,2022-11-01
app_ftwjtjqe,cust_uujonbg9,2024-09-20,2024-09-20,rejected,2024-09-21,,500,,2024-09-20,2024-09-21
app_nk3yvwlh,cust_wqbtlpnw,2023-04-27,2023-04-27,approved,2023-04-28,2023-05-04,1000,500,2023-04-27,2023-04-28
app_9rrcc7a3,cust_pwm0jsis,2022-01-16,2022-01-16,approved,2022-01-17,2022-01-24,1500,1500,2022-01-16,2022-01-17
app_m4duk7xg,cust_h05bg8r8,2023-06-23,2023-06-23,approved,2023-06-23,2023-06-28,5000,1500,2023-06-23,2023-06-23
app_wl5s34ct,cust_1whh5e3s,2024-06-10,2024-06-10,rejected,2024-06-11,,1000,,2024-06-10,2024-06-11
app_o64cb9en,cust_ytio0ye9,2023-11-04,2023-11-04,approved,2023-11-04,2023-11-10,3000,500,2023-11-04,2023-11-04
app_vm3de8xe,cust_q8tsayyx,2023-12-17,2023-12-17,approved,2023-12-17,2023-12-23,1000,2000,2023-12-17,2023-12-17
app_aj8qtnnx,cust_fo92qo30,2023-03-10,2023-03-11,approved,2023-03-12,2023-03-16,2000,500,2023-03-10,2023-03-12
app_jcef82dl,cust_0t1gqvwq,2023-11-09,2023-11-09,approved,2023-11-09,2023-11-12,2000,2000,2023-11-09,2023-11-09
app_ygmw9nbm,cust_hvofbwkx,2024-12-26,2024-12-26,approved,2024-12-27,2025-01-01,5000,1000,2024-12-26,2024-12-27
app_8fp1ladl,cust_h4ydrubq,2023-10-10,2023-10-10,approved,2023-10-10,2023-10-13,2000,2000,2023-10-10,2023-10-10
app_d90cp5f5,cust_r5btuexo,2022-02-01,2022-02-01,rejected,2022-02-02,,3000,,2022-02-01,2022-02-02
app_fu8lsz8p,cust_zg2epbht,2023-02-08,2023-02-08,rejected,2023-02-09,,3000,,2023-02-08,2023-02-09
app_2uri81lt,cust_7gysiejn,2022-11-06,2022-11-06,rejected,2022-11-07,,1000,,2022-11-06,2022-11-07
app_l6zutavj,cust_ys7gejfo,2024-07-01,2024-07-01,approved,2024-07-02,2024-07-06,5000,1000,2024-07-01,2024-07-02
app_9hs84eoe,cust_5o5bfkca,2022-09-25,2022-09-25,approved,2022-09-25,2022-10-01,5000,1000,2022-09-25,2022-09-25
app_5q9n11xf,cust_8l8gau1y,2023-07-12,2023-07-12,approved,2023-07-13,2023-07-18,2000,500,2023-07-12,2023-07-13
app_pwmk628d,cust_z9pat3hk,2022-11-15,2022-11-15,approved,2022-11-15,2022-11-21,1000,500,2022-11-15,2022-11-15
app_b91ro6km,cust_ltdfn779,2023-07-11,2023-07-11,approved,2023-07-11,2023-07-16,1500,500,2023-07-11,2023-07-11
app_jp4w4lzk,cust_eaddu8l7,2022-05-24,2022-05-24,approved,2022-05-24,2022-05-31,3000,500,2022-05-24,2022-05-24
app_wt9ia8mw,cust_evzayb20,2024-03-22,2024-03-22,approved,2024-03-23,2024-03-30,1000,1500,2024-03-22,2024-03-23
app_cikmrpl6,cust_p9rrdmku,2024-02-27,2024-02-27,rejected,2024-02-27,,3000,,2024-02-27,2024-02-27
app_n9jyels8,cust_i37d7vpv,2023-03-01,2023-03-01,approved,2023-03-01,2023-03-05,500,2000,2023-03-01,2023-03-01
app_u3gpuux9,cust_vpakea3m,2022-06-06,2022-06-06,approved,2022-06-07,2022-06-12,5000,1000,2022-06-06,2022-06-07
app_5nr2ang0,cust_zor3wg1u,2023-01-01,2023-01-01,rejected,2023-01-01,,3000,,2023-01-01,2023-01-01
app_ljyscf1z,cust_5jq2kca7,2023-12-31,2023-12-31,rejected,2024-01-01,,5000,,2023-12-31,2024-01-01
app_17kqk34y,cust_7szzmtvc,2023-11-10,2023-11-10,rejected,2023-11-10,,2000,,2023-11-10,2023-11-10
app_xmenuqc4,cust_xrw64nqx,2022-12-16,2022-12-16,approved,2022-12-16,2022-12-20,5000,2000,2022-12-16,2022-12-16
app_yasw4djs,cust_23zvtph6,2023-05-22,2023-05-22,rejected,2023-05-22,,2000,,2023-05-22,2023-05-22
app_utnibzes,cust_zf2jxjcc,2023-04-15,2023-04-15,rejected,2023-04-17,,1000,,2023-04-15,2023-04-17
app_eb1wnk9m,cust_2gng9o25,2024-11-02,2024-11-02,approved,2024-11-03,2024-11-08,500,1500,2024-11-02,2024-11-03
app_8adsdqxm,cust_ziw3khkt,2022-10-19,2022-10-19,approved,2022-10-20,2022-10-27,1500,2000,2022-10-19,2022-10-20
app_duao5fh5,cust_bhsc2ep3,2023-05-21,2023-05-21,approved,2023-05-22,2023-05-28,5000,1000,2023-05-21,2023-05-22
app_58xpnvbj,cust_jjl1zc4k,2023-03-30,2023-03-30,approved,2023-03-30,2023-04-04,5000,1000,2023-03-30,2023-03-30
app_k6k73pze,cust_qa505u3t,2024-08-09,2024-08-09,approved,2024-08-09,2024-08-15,2000,1000,2024-08-09,2024-08-09
app_vbytr7s8,cust_bof4kan4,2023-05-18,2023-05-18,rejected,2023-05-19,,5000,,2023-05-18,2023-05-19
app_zr0bmbao,cust_usksa8mm,2024-05-18,2024-05-18,rejected,2024-05-19,,2000,,2024-05-18,2024-05-19
app_292yndue,cust_hbikb2rk,2022-11-02,2022-11-02,approved,2022-11-03,2022-11-08,500,2000,2022-11-02,2022-11-03
app_h53a8pec,cust_8dfkwphw,2024-07-28,2024-07-28,approved,2024-07-28,2024-07-31,3000,1000,2024-07-28,2024-07-28
app_km1ayf12,cust_22e4hq46,2022-08-14,2022-08-14,approved,2022-08-15,2022-08-20,3000,500,2022-08-14,2022-08-15
app_crh178dl,cust_lu4qds0r,2022-05-27,2022-05-27,approved,2022-05-29,2022-06-01,5000,500,2022-05-27,2022-05-29
app_nx0v98g2,cust_nscuiech,2024-11-09,2024-11-09,approved,2024-11-10,2024-11-16,5000,1000,2024-11-09,2024-11-10
app_o6k47z8z,cust_xjzho89c,2022-04-05,2022-04-05,approved,2022-04-05,2022-04-12,3000,2000,2022-04-05,2022-04-05
app_x2g7luj7,cust_k4u6x3hy,2022-06-15,2022-06-15,rejected,2022-06-16,,5000,,2022-06-15,2022-06-16
app_55z4r2jt,cust_jocix48g,2024-08-19,2024-08-19,rejected,2024-08-19,,3000,,2024-08-19,2024-08-19
app_gdwnsk7d,cust_we0vc54x,2023-01-21,2023-01-21,approved,2023-01-21,2023-01-25,1000,1500,2023-01-21,2023-01-21
app_jgtr2wnm,cust_1755xwr2,2022-08-06,2022-08-06,approved,2022-08-06,2022-08-09,3000,500,2022-08-06,2022-08-06
app_62500yyq,cust_rth5gr8d,2022-01-29,2022-01-29,rejected,2022-01-30,,1500,,2022-01-29,2022-01-30
app_f574cvnm,cust_uiz4t6yy,2024-07-18,2024-07-18,approved,2024-07-18,2024-07-21,3000,1000,2024-07-18,2024-07-18
app_a0ux6srv,cust_jnhav07a,2024-09-30,2024-09-30,rejected,2024-10-01,,1500,,2024-09-30,2024-10-01
app_ncrvqypx,cust_x6561esv,2024-08-07,2024-08-07,approved,2024-08-08,2024-08-13,2000,500,2024-08-07,2024-08-08
app_4bkbvdzf,cust_jajowemd,2024-09-26,2024-09-26,approved,2024-09-26,2024-10-03,3000,1000,2024-09-26,2024-09-26
app_iyufjig0,cust_pwy1eqpl,2022-02-15,2022-02-15,rejected,2022-02-16,,500,,2022-02-15,2022-02-16
app_m3jqqe12,cust_au8t7zqc,2023-10-21,2023-10-21,approved,2023-10-21,2023-10-28,1500,2000,2023-10-21,2023-10-21
app_33i8z8at,cust_i9695r4f,2024-01-01,2024-01-01,approved,2024-01-01,2024-01-07,3000,1000,2024-01-01,2024-01-01
app_guznxwp3,cust_6z2vmlql,2024-12-26,2024-12-26,approved,2024-12-27,2025-01-02,3000,1000,2024-12-26,2024-12-27
app_rzqkvmx4,cust_gub6xjje,2024-10-16,2024-10-16,approved,2024-10-17,2024-10-21,500,2000,2024-10-16,2024-10-17
app_0w6x7lnw,cust_7efyqxxf,2022-10-11,2022-10-11,approved,2022-10-12,2022-10-18,5000,500,2022-10-11,2022-10-12
app_wxs4pc4a,cust_gypcmc4e,2024-12-29,2024-12-29,rejected,2024-12-29,,1500,,2024-12-29,2024-12-29
app_toz61k1u,cust_xryqgftg,2024-10-08,2024-10-08,rejected,2024-10-09,,1000,,2024-10-08,2024-10-09
app_a8q7ua7c,cust_m94q4sxa,2023-07-31,2023-07-31,approved,2023-07-31,2023-08-06,3000,1500,2023-07-31,2023-07-31
app_q3ov3l7a,cust_8gh61xp5,2022-07-16,2022-07-16,rejected,2022-07-16,,5000,,2022-07-16,2022-07-16
app_852zz2bq,cust_leqlh46j,2022-09-09,2022-09-09,approved,2022-09-10,2022-09-17,500,2000,2022-09-09,2022-09-10
app_oh9movt6,cust_ukcovrxi,2023-05-14,2023-05-14,approved,2023-05-14,2023-05-17,2000,2000,2023-05-14,2023-05-14
app_wmfeksen,cust_pjaizqps,2024-10-17,2024-10-17,approved,2024-10-18,2024-10-23,5000,2000,2024-10-17,2024-10-18
app_xr803gon,cust_cmma11kr,2022-03-18,2022-03-18,rejected,2022-03-19,,500,,2022-03-18,2022-03-19
app_z06qw64a,cust_3rv621wi,2024-12-17,2024-12-17,approved,2024-12-17,2024-12-20,1000,1500,2024-12-17,2024-12-17
app_hv8f3q1r,cust_y1o72b4f,2024-05-03,2024-05-03,rejected,2024-05-04,,2000,,2024-05-03,2024-05-04
app_rtqhhe0q,cust_sm8x7pnv,2024-03-18,2024-03-18,rejected,2024-03-18,,5000,,2024-03-18,2024-03-18
app_nan504zv,cust_j0vv8hjn,2022-12-06,2022-12-06,approved,2022-12-06,2022-12-09,5000,500,2022-12-06,2022-12-06
app_1uqhr4p2,cust_j649m56v,2022-02-18,2022-02-18,rejected,2022-02-18,,2000,,2022-02-18,2022-02-18
app_ape7be8h,cust_qa9lbpre,2022-06-27,2022-06-27,approved,2022-06-27,2022-07-01,1000,1500,2022-06-27,2022-06-27
app_c2p0jlvm,cust_6o9u81mc,2023-03-07,2023-03-07,approved,2023-03-08,2023-03-12,3000,2000,2023-03-07,2023-03-08
app_vddfd3y8,cust_wro4x2cw,2022-03-08,2022-03-08,approved,2022-03-09,2022-03-15,1000,500,2022-03-08,2022-03-09
app_zh5nu99n,cust_nxf6hyd6,2023-04-29,2023-04-29,rejected,2023-04-29,,500,,2023-04-29,2023-04-29
app_jm1v870m,cust_9lkca6cu,2024-03-16,2024-03-16,approved,2024-03-16,2024-03-20,1500,1500,2024-03-16,2024-03-16
app_mfb4qa7l,cust_i7xl9oem,2023-08-27,2023-08-27,approved,2023-08-28,2023-08-31,3000,1500,2023-08-27,2023-08-28
app_jfk0yfn6,cust_ascc4djy,2024-09-17,2024-09-17,approved,2024-09-18,2024-09-23,1000,1000,2024-09-17,2024-09-18
app_05plcxn5,cust_t1nmihie,2024-07-09,2024-07-09,approved,2024-07-10,2024-07-13,500,500,2024-07-09,2024-07-10
app_t8kwqs38,cust_bpgnioc6,2022-08-01,2022-08-01,approved,2022-08-02,2022-08-07,1500,1500,2022-08-01,2022-08-02
app_ulrrl1ez,cust_tg1cvyl6,2022-06-06,2022-06-06,rejected,2022-06-07,,1000,,2022-06-06,2022-06-07
app_0r9pkbi0,cust_l0rzaryq,2022-08-16,2022-08-16,rejected,2022-08-17,,500,,2022-08-16,2022-08-17
app_zl2hs9ck,cust_gd9ehpba,2023-02-20,2023-02-20,rejected,2023-02-21,,500,,2023-02-20,2023-02-21
app_ql14wi5v,cust_5qub0obt,2023-02-03,2023-02-03,approved,2023-02-04,2023-02-09,2000,1000,2023-02-03,2023-02-04
app_6fscxy9z,cust_zqv4nt30,2024-12-13,2024-12-13,approved,2024-12-13,2024-12-17,5000,1500,2024-12-13,2024-12-13
app_c8mt3dmu,cust_en69xkr9,2024-03-06,2024-03-06,approved,2024-03-06,2024-03-13,1000,500,2024-03-06,2024-03-06
app_rr2rs6mh,cust_ledk7x27,2022-09-20,2022-09-20,approved,2022-09-21,2022-09-28,1500,500,2022-09-20,2022-09-21
app_9c73qwdt,cust_l4lrtatm,2024-03-07,2024-03-07,approved,2024-03-08,2024-03-13,1000,500,2024-03-07,2024-03-08
app_ezbmnc1l,cust_tp8azqon,2022-01-13,2022-01-13,approved,2022-01-14,2022-01-17,1500,1500,2022-01-13,2022-01-14
app_5m9uss51,cust_58d8t8vl,2024-07-08,2024-07-08,rejected,2024-07-08,,1500,,2024-07-08,2024-07-08
app_taao7kzl,cust_1a05geic,2023-09-22,2023-09-22,approved,2023-09-23,2023-09-28,2000,2000,2023-09-22,2023-09-23
app_nunrst9h,cust_uxi96azt,2023-05-20,2023-05-20,approved,2023-05-21,2023-05-25,2000,500,2023-05-20,2023-05-21
app_u2l2fn50,cust_2pjuv5p6,2024-03-04,2024-03-04,approved,2024-03-04,2024-03-08,5000,500,2024-03-04,2024-03-04
app_r7ekxp3m,cust_nhswdf5a,2023-01-16,2023-01-16,approved,2023-01-16,2023-01-22,1500,500,2023-01-16,2023-01-16
app_h3eotm74,cust_0ow95ycc,2023-05-19,2023-05-19,approved,2023-05-20,2023-05-23,1500,1500,2023-05-19,2023-05-20
app_641gl5z2,cust_ttj9kxup,2022-07-09,2022-07-09,rejected,2022-07-09,,2000,,2022-07-09,2022-07-09
app_3ngbttnw,cust_mufa26qc,2022-11-13,2022-11-13,approved,2022-11-14,2022-11-21,3000,1500,2022-11-13,2022-11-14
app_83gha1yn,cust_8u5dloki,2022-01-30,2022-01-30,approved,2022-02-01,2022-02-07,3000,2000,2022-01-30,2022-02-01
app_f4k2mbh1,cust_u47y3pbw,2022-09-01,2022-09-01,approved,2022-09-01,2022-09-06,1500,1000,2022-09-01,2022-09-01
app_d4i17k7s,cust_hnm5c5y1,2024-03-31,2024-03-31,approved,2024-04-01,2024-04-07,3000,500,2024-03-31,2024-04-01
app_13u3oa8z,cust_5kubwamc,2022-08-31,2022-08-31,approved,2022-08-31,2022-09-05,1000,2000,2022-08-31,2022-08-31
app_yhuf27cf,cust_gkbptzrr,2023-12-10,2023-12-10,rejected,2023-12-10,,1500,,2023-12-10,2023-12-10
app_mc1vfzqd,cust_7s54hr8v,2024-02-24,2024-02-24,approved,2024-02-24,2024-02-27,3000,1500,2024-02-24,2024-02-24
app_vpwviag4,cust_tai9bhe3,2023-08-04,2023-08-04,rejected,2023-08-04,,5000,,2023-08-04,2023-08-04
app_z83jwb8a,cust_aa6zmb2u,2024-09-13,2024-09-13,approved,2024-09-15,2024-09-18,3000,1000,2024-09-13,2024-09-15
app_4pfklseb,cust_q24ni105,2023-07-01,2023-07-01,rejected,2023-07-03,,1000,,2023-07-01,2023-07-03
app_qdncvo1k,cust_g29flvwu,2023-10-20,2023-10-20,rejected,2023-10-21,,1500,,2023-10-20,2023-10-21
app_p6g7v4x1,cust_ukynh02b,2023-03-19,2023-03-19,approved,2023-03-20,2023-03-26,2000,2000,2023-03-19,2023-03-20
app_3pw0kn6t,cust_tuu8ky6e,2023-04-16,2023-04-16,approved,2023-04-18,2023-04-23,3000,500,2023-04-16,2023-04-18
app_nl1mbr9y,cust_ayfhl95b,2022-11-11,2022-11-11,approved,2022-11-12,2022-11-15,500,1000,2022-11-11,2022-11-12
app_39e27xrn,cust_ysbfozbr,2023-01-15,2023-01-15,rejected,2023-01-16,,2000,,2023-01-15,2023-01-16
app_wcan8mpb,cust_85slbpni,2022-12-01,2022-12-01,rejected,2022-12-01,,2000,,2022-12-01,2022-12-01
app_7e0gk9iv,cust_zywpgpos,2023-08-01,2023-08-02,approved,2023-08-02,2023-08-07,1500,1500,2023-08-01,2023-08-02
app_f4784nzd,cust_7t3k9odu,2023-10-14,2023-10-14,approved,2023-10-15,2023-10-21,3000,2000,2023-10-14,2023-10-15
app_o17kyqnl,cust_8c2k8xlw,2024-02-14,2024-02-14,approved,2024-02-15,2024-02-18,1500,1500,2024-02-14,2024-02-15
app_iuk1ccbb,cust_dm4acrpq,2024-03-18,2024-03-18,approved,2024-03-19,2024-03-22,5000,1000,2024-03-18,2024-03-19
app_44wsmbh7,cust_07xpb5m1,2023-08-14,2023-08-14,approved,2023-08-15,2023-08-20,5000,500,2023-08-14,2023-08-15
app_lom8m3qo,cust_92fjfttd,2024-05-29,2024-05-29,rejected,2024-05-30,,1500,,2024-05-29,2024-05-30
app_l0jtvzcg,cust_fj02lvrz,2024-01-21,2024-01-21,rejected,2024-01-22,,5000,,2024-01-21,2024-01-22
app_20br3m13,cust_u1int2ht,2024-10-29,2024-10-29,rejected,2024-10-29,,1500,,2024-10-29,2024-10-29
app_zmw7jya8,cust_3v7q82em,2024-10-23,2024-10-23,approved,2024-10-24,2024-10-27,1000,500,2024-10-23,2024-10-24
app_hzr3y2co,cust_dkvihi15,2024-06-25,2024-06-25,approved,2024-06-25,2024-07-01,1500,500,2024-06-25,2024-06-25
app_qwa9vr6q,cust_80uqxcjw,2023-11-15,2023-11-15,approved,2023-11-16,2023-11-20,1500,1000,2023-11-15,2023-11-16
app_3uymvyna,cust_w4ql7k3f,2024-03-08,2024-03-08,rejected,2024-03-08,,1000,,2024-03-08,2024-03-08
app_heg1qs4e,cust_5hxdoc9j,2023-04-15,2023-04-15,approved,2023-04-15,2023-04-18,5000,2000,2023-04-15,2023-04-15
app_8slr077j,cust_82saljrc,2024-05-22,2024-05-22,approved,2024-05-22,2024-05-26,2000,2000,2024-05-22,2024-05-22
app_prrgnha6,cust_zw3pe30x,2023-05-07,2023-05-07,approved,2023-05-07,2023-05-12,2000,1500,2023-05-07,2023-05-07
app_d7grdxbl,cust_15p7f2t7,2024-05-19,2024-05-19,rejected,2024-05-19,,3000,,2024-05-19,2024-05-19
app_apirpbxq,cust_g8kp1j79,2022-06-12,2022-06-13,approved,2022-06-14,2022-06-17,500,500,2022-06-12,2022-06-14
app_uytup8v3,cust_kfseqh11,2023-09-12,2023-09-12,rejected,2023-09-13,,1500,,2023-09-12,2023-09-13
app_hledvxam,cust_91gtufem,2022-07-13,2022-07-13,approved,2022-07-13,2022-07-18,500,2000,2022-07-13,2022-07-13
app_m35qgk6n,cust_2in2is4m,2022-03-17,2022-03-17,approved,2022-03-19,2022-03-26,1000,2000,2022-03-17,2022-03-19
app_0fakabyi,cust_y61ydzdo,2024-11-06,2024-11-06,rejected,2024-11-06,,1500,,2024-11-06,2024-11-06
app_02w22e5m,cust_4iinis61,2024-11-15,2024-11-15,rejected,2024-11-15,,3000,,2024-11-15,2024-11-15
app_n69pvda7,cust_tyzjpiyf,2022-02-24,2022-02-24,approved,2022-02-25,2022-03-02,1500,1500,2022-02-24,2022-02-25
app_m2ztm83h,cust_jv4dgg9w,2024-07-12,2024-07-12,approved,2024-07-12,2024-07-17,5000,500,2024-07-12,2024-07-12
app_lttcptaa,cust_z60lzri1,2024-12-09,2024-12-09,rejected,2024-12-09,,2000,,2024-12-09,2024-12-09
app_1uom3f4z,cust_dzt4pgjm,2022-02-09,2022-02-09,approved,2022-02-10,2022-02-13,5000,1500,2022-02-09,2022-02-10
app_if20opn9,cust_iy0odkpx,2023-02-11,2023-02-11,rejected,2023-02-11,,1500,,2023-02-11,2023-02-11
app_w9jstz23,cust_wzqxw7ds,2023-10-07,2023-10-07,rejected,2023-10-08,,2000,,2023-10-07,2023-10-08
app_4bzfpead,cust_3nmnpdj7,2022-05-15,2022-05-15,approved,2022-05-15,2022-05-22,5000,500,2022-05-15,2022-05-15
app_7vb5ug46,cust_byngkqtg,2024-12-08,2024-12-08,rejected,2024-12-09,,1000,,2024-12-08,2024-12-09
app_ikphi35l,cust_qck5xgco,2022-03-27,2022-03-27,approved,2022-03-28,2022-04-01,3000,1000,2022-03-27,2022-03-28
app_r7wjy1lm,cust_um5f3qao,2024-07-22,2024-07-22,approved,2024-07-22,2024-07-29,3000,2000,2024-07-22,2024-07-22
app_bfonh6fn,cust_zchy24s8,2022-09-26,2022-09-26,rejected,2022-09-27,,1000,,2022-09-26,2022-09-27
app_6ctn79ie,cust_ptv9l660,2024-02-09,2024-02-09,rejected,2024-02-09,,500,,2024-02-09,2024-02-09
app_ggo850xw,cust_vouqr5o1,2022-06-05,2022-06-05,approved,2022-06-05,2022-06-10,2000,1500,2022-06-05,2022-06-05
app_vgzdpcxp,cust_udv6phfs,2022-12-21,2022-12-21,approved,2022-12-22,2022-12-25,1000,1000,2022-12-21,2022-12-22
app_gb6ercqb,cust_hkf37p6t,2024-06-03,2024-06-03,approved,2024-06-03,2024-06-10,5000,1000,2024-06-03,2024-06-03
app_a158gtsc,cust_nqa557rw,2022-06-29,2022-06-29,rejected,2022-06-29,,2000,,2022-06-29,2022-06-29
app_z7yswkiu,cust_3mhtwhn9,2022-04-02,2022-04-02,rejected,2022-04-02,,500,,2022-04-02,2022-04-02
app_72b269j7,cust_mcwys6gr,2023-05-30,2023-05-30,rejected,2023-05-30,,5000,,2023-05-30,2023-05-30
app_93zwu9ij,cust_ls4z6rnk,2024-07-30,2024-07-31,approved,2024-07-31,2024-08-03,1500,1000,2024-07-30,2024-07-31
app_fdgp8d9p,cust_8fxqwrwn,2023-06-03,2023-06-03,approved,2023-06-04,2023-06-07,500,1000,2023-06-03,2023-06-04
app_c6y11w50,cust_eq9qdlt8,2024-09-06,2024-09-06,approved,2024-09-06,2024-09-13,500,2000,2024-09-06,2024-09-06
app_jpdursuq,cust_ff8p5l2z,2023-06-29,2023-06-29,rejected,2023-06-29,,3000,,2023-06-29,2023-06-29
app_a77fuz9j,cust_kxp124tw,2022-10-30,2022-10-30,approved,2022-10-30,2022-11-04,1000,2000,2022-10-30,2022-10-30
app_43fuib3z,cust_whr92nu5,2024-02-26,2024-02-26,approved,2024-02-27,2024-03-04,2000,1000,2024-02-26,2024-02-27
app_hk3pa6mv,cust_4dms7mc9,2022-03-10,2022-03-10,rejected,2022-03-10,,1500,,2022-03-10,2022-03-10
app_r5ri0vkw,cust_c8ybobpy,2024-10-03,2024-10-03,rejected,2024-10-03,,1500,,2024-10-03,2024-10-03
app_clyy504p,cust_b204t76p,2023-06-13,2023-06-13,approved,2023-06-14,2023-06-21,3000,1000,2023-06-13,2023-06-14
app_fiqjkk0s,cust_4pzevw6x,2024-08-11,2024-08-11,rejected,2024-08-12,,2000,,2024-08-11,2024-08-12
app_3ret1m4z,cust_wlqc66ax,2023-12-28,2023-12-28,approved,2023-12-28,2024-01-01,1000,2000,2023-12-28,2023-12-28
app_1jquwjfy,cust_t7u6clgv,2023-07-09,2023-07-09,approved,2023-07-09,2023-07-13,1500,1000,2023-07-09,2023-07-09
app_jmxc31ju,cust_xjg1g27y,2023-03-09,2023-03-09,approved,2023-03-11,2023-03-15,3000,1500,2023-03-09,2023-03-11
app_bpqxxr0o,cust_yhwifrpu,2023-06-11,2023-06-11,approved,2023-06-12,2023-06-16,2000,500,2023-06-11,2023-06-12
app_t196urx9,cust_65awseb0,2022-02-11,2022-02-11,rejected,2022-02-11,,500,,2022-02-11,2022-02-11
app_hkyirkkb,cust_kh7kx0m1,2024-11-22,2024-11-22,rejected,2024-11-23,,1000,,2024-11-22,2024-11-23
app_4dnriiqg,cust_8bh95hhz,2023-11-03,2023-11-03,rejected,2023-11-03,,1500,,2023-11-03,2023-11-03
app_3slmuubn,cust_n62ei9xr,2023-09-12,2023-09-12,approved,2023-09-12,2023-09-15,5000,2000,2023-09-12,2023-09-12
app_be8wfqaf,cust_3g5iixep,2022-02-01,2022-02-02,approved,2022-02-03,2022-02-06,5000,500,2022-02-01,2022-02-03
app_ydvl5ctm,cust_giwz9u2o,2024-05-08,2024-05-08,approved,2024-05-09,2024-05-13,5000,500,2024-05-08,2024-05-09
app_2vqb6n0y,cust_zdt0hdi3,2022-03-30,2022-03-30,approved,2022-03-31,2022-04-03,1500,500,2022-03-30,2022-03-31
app_kwhpu3v3,cust_ng1vyu5r,2023-01-20,2023-01-20,approved,2023-01-20,2023-01-24,2000,500,2023-01-20,2023-01-20
app_1e6k6z9g,cust_aimp7oa0,2024-10-07,2024-10-07,approved,2024-10-07,2024-10-13,500,1000,2024-10-07,2024-10-07
app_fzptnyi0,cust_xv6r1td8,2022-07-30,2022-07-30,approved,2022-07-30,2022-08-03,1000,1500,2022-07-30,2022-07-30
